Frequency (Hz),Measured accelerations under no-load (m/s2),Measured accelerations under on-load (m/s2)
2831,0.014358604,0.006836122
2832,0.014099536,0.006826916
2833,0.012825253,0.008659315
2834,0.011630906,0.011050967
2835,0.013403908,0.008370622
2836,0.014564074,0.004061137
2837,0.014134124,0.001574897
2838,0.013193824,0.002734827
2839,0.011727172,0.006354064
2840,0.009230659,0.011183712
2841,0.006855519,0.009862092
2842,0.003241572,0.0098663
2843,0.003810488,0.005345205
2844,0.008094559,0.001800033
2845,0.01162607,0.002095359
2846,0.013175358,0.006643173
2847,0.018185434,0.013420086
2848,0.02608686,0.017520293
2849,0.027062992,0.020754111
2850,0.022912451,0.020312836
2851,0.018891582,0.020498858
2852,0.011342028,0.015506181
2853,0.004700342,0.013900951
2854,0.001116045,0.012761005
2855,0.003781112,0.013120678
2856,0.006769917,0.008174118
2857,0.007861176,0.005890318
2858,0.007373888,0.004276744
2859,0.003020826,0.002657509
2860,0.002444547,0.002282332
2861,0.005375441,0.002012274
2862,0.005492774,0.001418769
2863,0.003262435,0.001540736
2864,0.001991537,0.003523433
2865,0.003528935,0.004669274
2866,0.002571038,0.007014154
2867,0.003038382,0.006352997
2868,0.008579966,0.009088619
2869,0.014194889,0.008167518
2870,0.013800682,0.007375598
2871,0.008989448,0.005125969
2872,0.007590667,0.004990596
2873,0.006539796,0.017638155
2874,0.013836826,0.030790697
2875,0.016890893,0.040934677
2876,0.017545268,0.046054165
2877,0.01349869,0.044708307
2878,0.015312048,0.035730545
2879,0.022446475,0.019389437
2880,0.025540356,0.010443696
2881,0.021988328,0.00751077
2882,0.015319748,0.006891819
2883,0.009721478,0.008111891
2884,0.00629275,0.009067802
2885,0.005350203,0.004880239
2886,0.009323501,0.002943765
2887,0.013821146,0.0064345
2888,0.019394669,0.009153088
2889,0.024226948,0.008040381
2890,0.026062045,0.004785706
2891,0.026589715,0.007788314
2892,0.02465277,0.010738245
2893,0.019295778,0.009132382
2894,0.015185433,0.008264172
2895,0.013521997,0.006681387
2896,0.012958321,0.003748022
2897,0.013778784,0.00238973
2898,0.014979991,0.007577655
2899,0.014402102,0.006140182
2900,0.010722523,0.004290673
2901,0.010685411,0.006395531
2902,0.010930459,0.007610955
2903,0.010776508,0.00506997
2904,0.012096467,0.00421295
2905,0.012210676,0.008551062
2906,0.013382661,0.007985653
2907,0.014226594,0.007115815
2908,0.013175018,0.005065959
2909,0.012653389,0.003265467
2910,0.010672623,0.004621849
2911,0.007698944,0.005005583
2912,0.005611473,0.002871678
2913,0.001266477,0.00441032
2914,0.003969225,0.008077569
2915,0.004285862,0.009428408
2916,0.005753594,0.01141229
2917,0.009210329,0.011506256
2918,0.009242908,0.011744709
2919,0.008488884,0.010431944
2920,0.006937105,0.009174261
2921,0.00511264,0.007674737
2922,0.010031084,0.006161825
2923,0.012987963,0.005405136
2924,0.015258815,0.004788706
2925,0.014805758,0.007089254
2926,0.014675143,0.010453945
2927,0.011648393,0.009493271
2928,0.007909067,0.008355976
2929,0.010390107,0.006342672
2930,0.013041594,0.003125105
2931,0.01522883,0.002324269
2932,0.01444042,0.005199611
2933,0.012432891,0.003378762
2934,0.007797886,0.001938361
2935,0.004797369,0.001795675
2936,0.005146803,0.004073796
2937,0.005439294,0.00475864
2938,0.006187496,0.006050218
2939,0.009296483,0.005296238
2940,0.010506793,0.007068279
2941,0.009890155,0.005123616
2942,0.01314767,0.003060176
2943,0.01562697,0.002302447
2944,0.013548307,0.003612197
2945,0.010692472,0.004881461
2946,0.009644259,0.005487625
2947,0.008212986,0.006847235
2948,0.009476704,0.01164443
2949,0.00929809,0.013616094
2950,0.003436141,0.013930588
2951,0.003937732,0.015473079
2952,0.007881944,0.009419945
2953,0.0137126,0.006477624
2954,0.017344361,0.002131082
2955,0.016696244,0.007009932
2956,0.016179259,0.008762977
2957,0.015817607,0.010276982
2958,0.014018895,0.006817231
2959,0.009244213,0.006003918
2960,0.003824247,0.004683802
2961,0.008544445,0.004838473
2962,0.010795956,0.001404664
2963,0.010816796,0.005801532
2964,0.015067661,0.006686862
2965,0.019076879,0.007397515
2966,0.022017648,0.005410306
2967,0.019758418,0.005331593
2968,0.014357779,0.010122062
2969,0.010136467,0.013184121
2970,0.004870391,0.017580744
2971,0.004294017,0.016405669
2972,0.006220212,0.015582021
2973,0.00786717,0.015012503
2974,0.008297805,0.012144643
2975,0.011676526,0.00893369
2976,0.011950365,0.007150618
2977,0.009133027,0.007022612
2978,0.007498488,0.007772756
2979,0.009089882,0.011326396
2980,0.012279779,0.009285656
2981,0.012727442,0.007035333
2982,0.008938878,0.006739385
2983,0.006730701,0.010646144
2984,0.005326022,0.010295286
2985,0.004757065,0.009000607
2986,0.006744659,0.01181604
2987,0.008908549,0.012239346
2988,0.013590523,0.013326131
2989,0.020084858,0.013006904
2990,0.02001296,0.008019605
2991,0.015535289,0.004828589
2992,0.00949541,0.003449716
2993,0.002318226,0.004008646
2994,0.005380357,0.003154351
2995,0.010642991,0.004674546
2996,0.01248757,0.003304208
2997,0.010065049,0.005390768
2998,0.004237204,0.02898504
2999,0.003239588,0.049670154
3000,0.005306688,0.051689542
3001,0.009199618,0.050503899
3002,0.013278386,0.029552957
3003,0.013118117,0.004316421
3004,0.009729441,0.005366894
3005,0.005656327,0.00363975
3006,0.003446779,0.001428945
3007,0.005753779,0.001414185
3008,0.012496985,0.002451386
3009,0.014088876,0.004601973
3010,0.012461791,0.007307642
3011,0.010539679,0.006545026
3012,0.008912747,0.005704025
3013,0.007085978,0.003555748
3014,0.008430856,0.004178148
3015,0.01344432,0.007054486
3016,0.013269243,0.010453187
3017,0.01255342,0.009558899
3018,0.013010881,0.009486689
3019,0.010166321,0.008477884
3020,0.006347714,0.009366663
3021,0.00475925,0.012937689
3022,0.011262105,0.014265435
3023,0.020871305,0.013498852
3024,0.020478328,0.012902143
3025,0.016439845,0.007524043
3026,0.015290999,0.004693044
3027,0.010069598,0.004774236
3028,0.006535401,0.007139727
3029,0.012080775,0.010312623
3030,0.017229666,0.008096104
3031,0.021100166,0.003809742
3032,0.020360961,0.002392828
3033,0.017553887,0.004600096
3034,0.013708668,0.005069887
3035,0.007213918,0.002752768
3036,0.010778448,0.005392982
3037,0.013773669,0.007115071
3038,0.013741344,0.011020552
3039,0.015910589,0.010522892
3040,0.018780247,0.009513957
3041,0.017970097,0.006023995
3042,0.015363216,0.003709377
3043,0.01580252,0.001703663
3044,0.013583378,0.003244864
3045,0.012645778,0.003370518
3046,0.008855012,0.006922905
3047,0.005845776,0.010866284
3048,0.017560824,0.012753197
3049,0.024931871,0.009992111
3050,0.02679923,0.008984482
3051,0.023539814,0.008561052
3052,0.017149315,0.00534349
3053,0.013582821,0.004690234
3054,0.012639526,0.00574904
3055,0.009653549,0.007306619
3056,0.007141066,0.008913894
3057,0.006012166,0.012169799
3058,0.00356903,0.01310986
3059,0.002597634,0.015372782
3060,0.002733368,0.012982669
3061,0.002350196,0.010139164
3062,0.003688992,0.010637881
3063,0.006153143,0.008385844
3064,0.01121814,0.006529686
3065,0.016301168,0.005280668
3066,0.016839857,0.002841317
3067,0.014059199,0.003848657
3068,0.013601549,0.003811445
3069,0.014476927,0.005365408
3070,0.014766598,0.009232504
3071,0.012158201,0.012370295
3072,0.00886212,0.01952365
3073,0.009732642,0.022987724
3074,0.01336612,0.021233158
3075,0.015190412,0.018363133
3076,0.012871874,0.011570727
3077,0.008562054,0.005358315
3078,0.006127011,0.004223295
3079,0.005282148,0.007417763
3080,0.005169197,0.009816883
3081,0.006140239,0.0089861
3082,0.00601774,0.008329925
3083,0.005927514,0.007443437
3084,0.005792942,0.004796946
3085,0.01019413,0.006654675
3086,0.014525603,0.007741444
3087,0.018507886,0.007591181
3088,0.019307132,0.005883634
3089,0.016297532,0.004910761
3090,0.011901396,0.007217086
3091,0.00985335,0.005417916
3092,0.006735682,0.005661312
3093,0.003806771,0.007148413
3094,0.005406018,0.006344521
3095,0.008336921,0.007692424
3096,0.006963715,0.006844825
3097,0.001805093,0.005826063
3098,0.003817289,0.009050985
3099,0.006170775,0.008124643
3100,0.009494514,0.007202725
3101,0.010227707,0.006603987
3102,0.009959523,0.002345767
3103,0.011482869,0.00135562
3104,0.014637778,0.003371896
3105,0.017963051,0.00107558
3106,0.022270086,0.005148697
3107,0.029035925,0.005982406
3108,0.028905031,0.007448447
3109,0.024052595,0.005559556
3110,0.017688818,0.006957032
3111,0.009658603,0.007364393
3112,0.008021788,0.007529376
3113,0.005794277,0.009462263
3114,7.41E-04,0.008809501
3115,0.005576495,0.009468976
3116,0.012937629,0.006469124
3117,0.019646851,0.009972831
3118,0.017362288,0.010265247
3119,0.014770682,0.009087889
3120,0.015098256,0.00809071
3121,0.016702443,0.009749112
3122,0.018743181,0.009758403
3123,0.016369286,0.012702852
3124,0.014183264,0.026663451
3125,0.012538142,0.031652227
3126,0.006662888,0.030058943
3127,0.004884714,0.035487279
3128,0.002841632,0.024727202
3129,0.002660972,0.015826098
3130,0.005198252,0.01372429
3131,0.009568834,0.009976424
3132,0.012149303,0.006461792
3133,0.012300313,0.002460443
3134,0.009367091,0.00212361
3135,0.006453403,0.001870169
3136,0.005010159,0.004616916
3137,0.004895641,0.007390137
3138,0.004434889,0.01161871
3139,0.005096698,0.011194369
3140,0.007942147,0.010937058
3141,0.011408905,0.00928647
3142,0.010367829,0.00841794
3143,0.006417416,0.009373513
3144,0.007136806,0.007958429
3145,0.006604724,0.009007748
3146,0.003860443,0.006128062
3147,0.007320106,0.002703922
3148,0.01046858,0.00231779
3149,0.012129731,0.005101115
3150,0.011099078,0.006972681
3151,0.008455703,0.007773098
3152,0.006937346,0.004554153
3153,0.00665785,0.002615196
3154,0.005416771,0.003615535
3155,0.007267416,0.005444234
3156,0.011916104,0.004581354
3157,0.01416088,0.005816971
3158,0.013497891,0.005907027
3159,0.01210304,0.008577985
3160,0.012213264,0.010307632
3161,0.011961007,0.010066372
3162,0.008997453,0.008747098
3163,0.007726014,0.005285591
3164,0.00668566,0.004874039
3165,0.008718463,0.006169269
3166,0.013006837,0.00272614
3167,0.013867125,0.00172861
3168,0.010700805,0.002104401
3169,0.009384535,0.006192094
3170,0.008686525,0.005858843
3171,0.012007678,0.005089491
3172,0.015379113,0.006901842
3173,0.019943585,0.00885581
3174,0.020434152,0.015978975
3175,0.01476706,0.02361114
3176,0.014339339,0.02624848
3177,0.012501469,0.02763675
3178,0.009353521,0.024329729
3179,0.00727666,0.018715858
3180,0.003167433,0.016618182
3181,0.002315085,0.013953068
3182,0.001834344,0.010013298
3183,0.001981398,0.010087789
3184,0.004476878,0.009391071
3185,0.008337669,0.010279871
3186,0.007127834,0.00883856
3187,0.003811913,0.010446284
3188,0.001733168,0.008865101
3189,0.007448361,0.004871056
3190,0.010557407,0.006904522
3191,0.009149086,0.007614533
3192,0.008917968,0.006916511
3193,0.011793065,0.010859835
3194,0.013525213,0.012073555
3195,0.014466409,0.013301874
3196,0.016337044,0.014885259
3197,0.013962865,0.013902265
3198,0.009669356,0.012937883
3199,0.007527453,0.012650831
3200,0.008818052,0.012810435
3201,0.01244004,0.006748577
3202,0.011123484,0.004067214
3203,0.008824747,0.006065676
3204,0.009281436,0.010990103
3205,0.012525915,0.011226267
3206,0.018601379,0.009076928
3207,0.022193533,0.007913194
3208,0.02489106,0.005438617
3209,0.026768059,0.004592663
3210,0.022583107,0.007672852
3211,0.018352228,0.008627416
3212,0.015178959,0.007705454
3213,0.008403823,0.005931063
3214,0.006582511,0.003201492
3215,0.009698161,0.004422106
3216,0.011482672,0.002392274
3217,0.01211716,0.001406199
3218,0.014133358,0.00194047
3219,0.016337588,0.007678276
3220,0.017024356,0.011155828
3221,0.018157508,0.014946809
3222,0.020674085,0.014616567
3223,0.021217986,0.012782738
3224,0.017293365,0.012522059
3225,0.012381492,0.008968744
3226,0.005312548,0.006931919
3227,0.009347772,0.007977001
3228,0.014336934,0.007895233
3229,0.014005453,0.008963413
3230,0.010149783,0.006936675
3231,0.004769742,0.006429834
3232,0.002578257,0.002492386
3233,0.0023968,0.005451159
3234,0.00450322,0.006213906
3235,0.008900832,0.006577074
3236,0.013744105,0.006508631
3237,0.01455559,0.007930604
3238,0.010372842,0.008958941
3239,0.009451936,0.004749241
3240,0.007512465,0.003051526
3241,0.006037719,0.007163761
3242,0.003896545,0.00766062
3243,0.001888732,0.005217625
3244,0.002867961,0.004756362
3245,0.00544773,0.006505721
3246,0.013405706,0.010869364
3247,0.031606198,0.02687645
3248,0.065030082,0.054738174
3249,0.086431546,0.073082218
3250,0.087978955,0.076369425
3251,0.080038405,0.069297995
3252,0.05081597,0.048289214
3253,0.019083546,0.02003907
3254,0.007694248,0.002159819
3255,0.012504231,0.006058526
3256,0.019129075,0.008286484
3257,0.022578184,0.007733529
3258,0.022596817,0.008325508
3259,0.019047529,0.011730898
3260,0.015650817,0.012312484
3261,0.013214355,0.008635454
3262,0.008384007,0.006241661
3263,0.005023566,0.003406487
3264,0.014956147,0.00720324
3265,0.025660466,0.010197822
3266,0.030645185,0.014184821
3267,0.029206558,0.016915874
3268,0.024534883,0.013495049
3269,0.018361297,0.010633255
3270,0.013284746,0.004771666
3271,0.010020085,6.83E-04
3272,0.004404721,0.007613671
3273,5.83E-04,0.014257433
3274,0.002137961,0.017783024
3275,0.007262276,0.019949761
3276,0.014398797,0.016969389
3277,0.017725825,0.009999106
3278,0.011859503,0.006944623
3279,0.002998263,0.009239224
3280,0.003563239,0.006288067
3281,0.008506809,0.005082224
3282,0.008671347,0.005189978
3283,0.006461113,0.00512566
3284,0.007714973,0.003552773
3285,0.006188958,0.002245484
3286,0.004708061,0.002715462
3287,0.006917161,0.004129973
3288,0.013151716,0.005182348
3289,0.02073384,0.002417526
3290,0.020119265,0.005022495
3291,0.016209324,0.009450138
3292,0.010706026,0.012017137
3293,0.004256294,0.012808833
3294,3.41E-04,0.014236838
3295,0.001063233,0.01296207
3296,0.005867169,0.013011735
3297,0.016471484,0.009789147
3298,0.027255004,0.006209602
3299,0.032612934,0.004967245
3300,0.02950358,0.003465883
3301,0.019771486,0.001772558
3302,0.008082161,0.002959409
3303,0.004021426,0.002166509
3304,0.006881493,0.003371332
3305,0.012121479,7.74E-04
3306,0.014960207,0.004365309
3307,0.014658591,0.003253217
3308,0.01407332,0.00338686
3309,0.011006175,0.001623149
3310,0.00326099,9.46E-04
3311,0.010393527,0.005465496
3312,0.018366034,0.009142567
3313,0.021801284,0.013726626
3314,0.02248174,0.013879138
3315,0.02152353,0.012325778
3316,0.024180165,0.009649027
3317,0.025285066,0.006530829
3318,0.022143126,0.008199099
3319,0.02006525,0.007939474
3320,0.015502549,0.008055707
3321,0.016228665,0.010746749
3322,0.020432209,0.009492528
3323,0.022614799,0.010263446
3324,0.020433411,0.011017647
3325,0.015643506,0.013374461
3326,0.01806955,0.014297566
3327,0.022146083,0.011716979
3328,0.019384365,0.005538854
3329,0.016272555,0.006560199
3330,0.011940962,0.004585111
3331,0.001478752,0.00288501
3332,0.016126174,0.005134735
3333,0.022109584,0.005947612
3334,0.017978486,0.007837357
3335,0.013527047,0.007347163
3336,0.012276584,0.001826151
3337,0.008002574,0.002603333
3338,0.01072457,0.008575988
3339,0.014372451,0.010342623
3340,0.017740085,0.008529922
3341,0.01663261,0.005628774
3342,0.013082032,0.008177199
3343,0.007919866,0.00717271
3344,0.006675223,0.007782939
3345,0.015357861,0.005165389
3346,0.024002984,0.004336618
3347,0.026473184,0.007889459
3348,0.019501918,0.005741125
3349,0.013529889,0.005486155
3350,0.00894559,0.0056412
3351,0.007885354,0.001738994
3352,0.007971928,0.003183775
3353,0.004807971,0.005223994
3354,0.010268445,0.004420494
3355,0.014851402,0.004255942
3356,0.021196538,0.00234647
3357,0.026149205,0.002530148
3358,0.028369679,0.004305884
3359,0.031455416,0.006990017
3360,0.027911157,0.003382952
3361,0.016846632,7.85E-04
3362,0.00862331,0.007351785
3363,0.004894353,0.011041168
3364,0.007538752,0.012048195
3365,0.014594243,0.010642325
3366,0.021019747,0.005730774
3367,0.03072918,0.005092249
3368,0.035949036,0.00316335
3369,0.031326476,0.002866828
3370,0.022226865,0.001029212
3371,0.01623804,0.002687378
3372,0.010602267,0.005914729
3373,0.007442111,0.002332164
3374,0.011102559,0.017449611
3375,0.010786772,0.021362618
3376,0.010996752,0.024929359
3377,0.010551531,0.026434328
3378,0.009691002,0.017380636
3379,0.01151402,0.009537017
3380,0.009541704,0.01030824
3381,0.007158612,0.011247679
3382,0.005834577,0.004138827
3383,0.001614439,0.003530985
3384,0.003969709,0.00871279
3385,0.011418802,0.012229925
3386,0.018757333,0.015379664
3387,0.024614046,0.015875063
3388,0.031119444,0.014646142
3389,0.036225288,0.015686567
3390,0.036829612,0.012481949
3391,0.033452108,0.011417214
3392,0.026802925,0.007683808
3393,0.020668734,0.005794503
3394,0.020468569,0.005170324
3395,0.026196812,0.003887714
3396,0.039287605,0.002917737
3397,0.046381057,0.002057303
3398,0.045152559,0.00283479
3399,0.04643101,0.004311656
3400,0.040485929,0.001451326
3401,0.024955473,0.002873374
3402,0.017337973,0.003751257
3403,0.011282249,0.007251881
3404,0.012486759,0.005736929
3405,0.015190165,0.007066624
3406,0.021650037,0.005521866
3407,0.024579824,0.003625539
3408,0.018371309,0.003487595
3409,0.016342378,0.003091393
3410,0.016066896,0.004243321
3411,0.018474927,0.004775589
3412,0.021258963,0.002396973
3413,0.010506383,0.003147665
3414,0.008534649,0.002931922
3415,0.009236221,0.001953301
3416,0.008659511,0.004182168
3417,0.007774688,0.004577834
3418,5.93E-04,0.004219661
3419,0.007997196,0.004021663
3420,0.015580414,0.00348221
3421,0.020648224,0.00867329
3422,0.013027677,0.009780629
3423,0.007337341,0.009101511
3424,0.009350002,0.005264627
3425,0.012967763,0.00297286
3426,0.015688888,0.004004252
3427,0.013081444,0.002754119
3428,0.012859881,0.002667553
3429,0.017105025,0.005691082
3430,0.015740504,0.004912864
3431,0.010265568,0.005846272
3432,0.005745773,0.003129375
3433,0.003258269,0.004005019
3434,0.006396321,0.00381988
3435,0.002596837,0.007187251
3436,0.002903152,0.009215348
3437,0.008434583,0.012409797
3438,0.01284859,0.010631287
3439,0.013768394,0.009816495
3440,0.012199443,0.004936746
3441,0.006779569,0.001933859
3442,0.002370855,0.005592983
3443,0.003427089,0.008670915
3444,0.007392453,0.009216099
3445,0.012983408,0.005957552
3446,0.018245896,0.002273191
3447,0.02071645,0.003373787
3448,0.020178748,0.002393854
3449,0.025177623,0.001355861
3450,0.029498616,0.005345891
3451,0.027064376,0.007298192
3452,0.017887436,0.008990978
3453,0.010804244,0.009554212
3454,0.010963476,0.012208106
3455,0.010713252,0.011156286
3456,0.014121399,0.009486267
3457,0.015667486,0.005872128
3458,0.017924193,0.005246738
3459,0.018675487,0.006282656
3460,0.016434159,0.00590553
3461,0.016234153,0.007530265
3462,0.014647839,0.006762933
3463,0.01466515,0.005849525
3464,0.015256237,0.006355574
3465,0.018094274,0.003215733
3466,0.020065659,0.003356187
3467,0.012917669,0.00715715
3468,0.009070137,0.009621689
3469,0.011324016,0.010999134
3470,0.014292608,0.00811195
3471,0.013400142,6.09E-04
3472,0.008095895,0.002589507
3473,0.007274038,0.003958691
3474,0.007177335,0.007744857
3475,0.008096286,0.008057434
3476,0.013211333,0.008546562
3477,0.018634461,0.006904485
3478,0.023495073,0.004695933
3479,0.027851096,0.008131354
3480,0.029166536,0.010414136
3481,0.026273582,0.011963909
3482,0.022195022,0.010442634
3483,0.01842381,0.010551698
3484,0.018472926,0.006779321
3485,0.018456978,0.006547491
3486,0.015003308,0.006537422
3487,0.011494132,0.005633056
3488,0.006689002,0.008806295
3489,0.014556654,0.010526146
3490,0.029764247,0.009446112
3491,0.035823297,0.007609299
3492,0.037205982,0.002733214
3493,0.036532193,0.003854194
3494,0.02873927,0.010747164
3495,0.024021007,0.018959403
3496,0.023134124,0.026206553
3497,0.022925082,0.064493923
3498,0.050607129,0.152237918
3499,0.067216533,0.211805631
3500,0.065352131,0.210612909
3501,0.058792143,0.194581321
3502,0.025090992,0.127948725
3503,0.012098245,0.034313984
3504,0.013474098,0.005897048
3505,0.009192789,0.010701665
3506,0.012264039,0.014395087
3507,0.01999559,0.018372485
3508,0.029493996,0.022047273
3509,0.030680345,0.018605224
3510,0.023955115,0.015086429
3511,0.019363282,0.011327279
3512,0.019766791,0.007487482
3513,0.015849703,0.006936546
3514,0.009311565,0.005837286
3515,0.00989426,0.009121623
3516,0.011348177,0.009975814
3517,0.007288154,0.009712764
3518,0.002483907,0.007445158
3519,0.013576758,0.00442063
3520,0.024257433,0.002439303
3521,0.027657924,0.002873515
3522,0.030815368,0.003285486
3523,0.031410224,0.010137745
3524,0.025180449,0.016613184
3525,0.019283321,0.01331362
3526,0.012582777,0.012573684
3527,0.010418229,0.007802702
3528,0.01659654,0.006163493
3529,0.024198981,0.003935135
3530,0.031694977,0.002221843
3531,0.029268113,0.00335877
3532,0.023431202,0.002298462
3533,0.026165788,0.001302131
3534,0.035102584,0.003659954
3535,0.041845531,0.00579687
3536,0.04032774,0.007581846
3537,0.039610243,0.011937255
3538,0.035511735,0.012890403
3539,0.033050448,0.01259712
3540,0.042053193,0.010579919
3541,0.0462133,0.008710184
3542,0.047680076,0.009508671
3543,0.043673181,0.007487962
3544,0.031724882,0.008030425
3545,0.028438796,0.005580603
3546,0.032934975,0.002563836
3547,0.036268952,0.001928038
3548,0.038635892,0.002055829
3549,0.035018647,0.004963436
3550,0.030420554,0.006840094
3551,0.032458862,0.008350921
3552,0.043681564,0.010117779
3553,0.038094448,0.005079475
3554,0.023526186,0.002518469
3555,0.017885524,0.001183006
3556,0.013444952,0.002854724
3557,0.015783847,0.006189315
3558,0.020359823,0.009760347
3559,0.018347278,0.014258252
3560,0.016420958,0.011268475
3561,0.024262531,0.007170314
3562,0.032151498,0.003973329
3563,0.029074432,0.002883487
3564,0.023798838,0.006107971
3565,0.01823159,0.008830112
3566,0.011270408,0.007998843
3567,0.013166489,0.00851827
3568,0.017106579,0.006865214
3569,0.013239769,0.001762775
3570,0.006255568,0.003651445
3571,0.015335345,0.005937842
3572,0.021015292,0.002733449
3573,0.025924376,0.00159348
3574,0.025739102,0.008513473
3575,0.015517102,0.008271676
3576,0.00958286,0.008571959
3577,0.012458439,0.008996596
3578,0.022411446,0.010339139
3579,0.033160532,0.013229926
3580,0.042401353,0.013041331
3581,0.046457839,0.014105542
3582,0.040427759,0.00853521
3583,0.031253819,0.004627716
3584,0.02436991,0.002978388
3585,0.022427802,0.00662581
3586,0.023425886,0.008564741
3587,0.017730208,0.010487981
3588,0.013234839,0.00799358
3589,0.019699109,0.009812118
3590,0.029136485,0.011064331
3591,0.031120445,0.011775172
3592,0.026583891,0.011120847
3593,0.021803223,0.007631236
3594,0.016158624,0.006467292
3595,0.014129584,0.003980804
3596,0.019208657,0.001670001
3597,0.027482183,0.00640464
3598,0.036917185,0.009557936
3599,0.035062168,0.012903679
3600,0.028864078,0.011416495
3601,0.023487939,0.006925731
3602,0.011019298,0.007214511
3603,0.006660979,0.006643089
3604,0.016300529,0.006758373
3605,0.022011324,0.010525996
3606,0.028289288,0.011620808
3607,0.027185213,0.008658846
3608,0.02444884,0.00900871
3609,0.022581285,0.005644406
3610,0.015558785,0.004765341
3611,0.010665624,0.00643401
3612,0.003905397,0.006632193
3613,0.007763581,0.006255715
3614,0.013385285,0.004251308
3615,0.017147037,0.007786392
3616,0.022094328,0.009455299
3617,0.019330393,0.009974324
3618,0.014632323,0.008352157
3619,0.018089226,0.008025482
3620,0.021652278,0.005288905
3621,0.025089105,0.002877058
3622,0.034841547,0.011867605
3623,0.038538453,0.037778327
3624,0.03321156,0.071090238
3625,0.02598108,0.082537244
3626,0.01552029,0.084942262
3627,3.37E-04,0.082183407
3628,0.011895717,0.05350701
3629,0.018894398,0.030493164
3630,0.023567733,0.021382113
3631,0.024791908,0.012742349
3632,0.022540169,0.001123015
3633,0.022072405,0.009338107
3634,0.026115786,0.00807804
3635,0.027580381,0.007785105
3636,0.023206472,0.005497023
3637,0.020026131,0.003915278
3638,0.018028062,0.004590404
3639,0.018291182,0.009519081
3640,0.025985428,0.015867395
3641,0.034461789,0.015639298
3642,0.040280656,0.017179215
3643,0.041507826,0.015276599
3644,0.034565015,0.014337997
3645,0.0264626,0.011679763
3646,0.019579413,0.008811984
3647,0.018270077,0.008997015
3648,0.026040007,0.010837634
3649,0.029568595,0.011069347
3650,0.023441462,0.008294272
3651,0.012417043,0.007634815
3652,0.014356782,0.006761776
3653,0.023178876,0.01145498
3654,0.023976482,0.00805028
3655,0.022086958,0.004774386
3656,0.01382765,0.004880545
3657,0.004511692,0.008612152
3658,0.00762575,0.011787483
3659,0.013784469,0.01056953
3660,0.010846613,0.004981796
3661,0.013536293,0.007115736
3662,0.017771741,0.005385151
3663,0.022529056,0.005897596
3664,0.025980655,0.01204673
3665,0.018287116,0.011170099
3666,0.013409191,0.007993729
3667,0.013913365,0.003172492
3668,0.008169121,0.005004367
3669,0.008253088,0.007259805
3670,0.011179696,0.010930794
3671,0.016431762,0.009227514
3672,0.029865782,0.002860049
3673,0.036962379,0.002270755
3674,0.027837,0.006572775
3675,0.01860871,0.00937427
3676,0.010851462,0.008856143
3677,0.004499591,0.008590041
3678,0.007633416,0.006757771
3679,0.013101895,0.005036633
3680,0.018101512,0.006280336
3681,0.016287817,0.006748641
3682,0.01053631,0.00585149
3683,0.013667723,0.005468926
3684,0.02282184,0.001665768
3685,0.025049688,0.004499646
3686,0.011171136,0.008163672
3687,0.007520173,0.010027821
3688,0.02220485,0.00783265
3689,0.032678668,0.00719151
3690,0.032296858,0.005687464
3691,0.034190386,0.00524635
3692,0.042608087,0.003202508
3693,0.042989429,0.003482596
3694,0.037333852,0.004096283
3695,0.035836673,0.006176363
3696,0.034734623,0.006952828
3697,0.030808245,0.010117728
3698,0.024404674,0.017095271
3699,0.014950694,0.02005634
3700,0.011858036,0.022901998
3701,0.017546158,0.019720402
3702,0.023113935,0.011497931
3703,0.026846531,0.002474691
3704,0.027136028,0.002780925
3705,0.026236419,0.002644186
3706,0.02848244,0.004635298
3707,0.026777737,0.008799938
3708,0.021333358,0.012523716
3709,0.018593382,0.011332289
3710,0.019202535,0.010396347
3711,0.032162062,0.004826036
3712,0.043942433,9.13E-04
3713,0.050573415,0.004858606
3714,0.054796233,0.006473899
3715,0.04455877,0.005497905
3716,0.030838365,0.007928754
3717,0.021179274,0.007729835
3718,0.015310608,0.011070675
3719,0.012495923,0.008321323
3720,0.013530078,0.005866275
3721,0.018579173,0.004101105
3722,0.024692611,0.001627036
3723,0.037378516,0.006575043
3724,0.042063489,0.010658761
3725,0.04242469,0.014687916
3726,0.043551005,0.016208191
3727,0.035193282,0.010551826
3728,0.027536793,0.007987849
3729,0.023216235,0.004461338
3730,0.020608405,0.002479785
3731,0.016498683,0.003794365
3732,0.01166605,0.001797313
3733,0.01921043,0.001464617
3734,0.02628724,0.002391927
3735,0.027401095,0.006781466
3736,0.024207041,0.008946132
3737,0.023145964,0.011037361
3738,0.021724478,0.007297102
3739,0.020236543,0.004060356
3740,0.015056268,0.007684113
3741,0.013528811,0.007698921
3742,0.012551394,0.006039027
3743,0.00857349,0.006183635
3744,0.011199468,0.001941158
3745,0.012979694,0.001822438
3746,0.010305769,0.007198302
3747,0.006237131,0.029659818
3748,0.015363134,0.077774485
3749,0.023395363,0.102661609
3750,0.032496323,0.096673417
3751,0.037474997,0.090301816
3752,0.02935328,0.053067855
3753,0.016833772,0.017492223
3754,0.008013189,0.010176614
3755,0.002664293,0.010501768
3756,0.01085854,0.005755582
3757,0.017383171,0.001575781
3758,0.020164099,0.003148035
3759,0.019069624,0.003696085
