Frequency (Hz),Measured accelerations under no-load (m/s2),Measured accelerations under on-load (m/s2)
969,0.134104823,0.014743251
970,0.147784562,0.015185757
971,0.139516835,0.008421596
972,0.114390066,0.017319123
973,0.101186317,0.063156693
974,0.110681138,0.112125677
975,0.138671949,0.128545639
976,0.179450222,0.125387894
977,0.155585374,0.089681659
978,0.0682931,0.032340612
979,0.039181635,0.014709438
980,0.095572108,0.010886301
981,0.135019964,0.007655909
982,0.109875267,0.009257417
983,0.079425157,0.006970766
984,0.091369568,0.009267218
985,0.116086754,0.011572259
986,0.116256089,0.015502915
987,0.078554954,0.019038134
988,0.037810083,0.020845685
989,0.053389657,0.017797314
990,0.079151706,0.016476885
991,0.115241492,0.019003428
992,0.146016627,0.034146251
993,0.133627863,0.049942709
994,0.129479211,0.059839815
995,0.107314547,0.077260742
996,0.055314653,0.144161088
997,0.087084154,0.634306566
998,0.273231134,1.792622304
999,0.391360317,2.584906464
1000,0.386002166,2.628241365
1001,0.381289342,2.490473573
1002,0.272382889,1.620796702
1003,0.133128288,0.486875592
1004,0.116472478,0.07353666
1005,0.121306202,0.072526997
1006,0.103716933,0.098402534
1007,0.087818258,0.100322215
1008,0.077479602,0.081000323
1009,0.069709331,0.067583843
1010,0.071161539,0.075825631
1011,0.073118618,0.083583361
1012,0.06411703,0.084464619
1013,0.036936013,0.08574672
1014,0.024976236,0.076082299
1015,0.074262971,0.052763911
1016,0.098653558,0.027135067
1017,0.107127089,0.004083851
1018,0.105991892,0.019873129
1019,0.088987948,0.044676681
1020,0.052875836,0.061499665
1021,0.050896897,0.073998304
1022,0.081879057,0.077325093
1023,0.098695916,0.065468342
1024,0.086614419,0.07158078
1025,0.066056264,0.083167665
1026,0.035972084,0.094521451
1027,0.026008398,0.081584981
1028,0.049071984,0.053224079
1029,0.067492354,0.044757778
1030,0.072785141,0.033701289
1031,0.091292659,0.023815838
1032,0.090259933,0.034165301
1033,0.076501116,0.053835383
1034,0.064925856,0.056777706
1035,0.025879091,0.04794625
1036,0.022746727,0.040085652
1037,0.029131446,0.028099245
1038,0.031548134,0.021296357
1039,0.037869463,0.02503442
1040,0.070766082,0.027726044
1041,0.098630082,0.029716819
1042,0.096712149,0.03376021
1043,0.074538793,0.028455208
1044,0.089203904,0.016334367
1045,0.116497101,0.009996847
1046,0.126330215,0.02982508
1047,0.145689112,0.066548361
1048,0.170636719,0.106687537
1049,0.189904632,0.126904351
1050,0.199066547,0.12195879
1051,0.178725716,0.107346969
1052,0.129795346,0.071555568
1053,0.047457668,0.031904977
1054,0.039777203,0.022324532
1055,0.074095197,0.031998674
1056,0.09931137,0.050340851
1057,0.119249635,0.072125286
1058,0.1081329,0.061564634
1059,0.100175796,0.028152326
1060,0.134977934,0.001630452
1061,0.168972052,0.030140132
1062,0.156853194,0.041855831
1063,0.129439634,0.028461925
1064,0.104659017,0.014836372
1065,0.048244859,0.007922508
1066,0.039399537,0.027496848
1067,0.11628343,0.050175404
1068,0.167366357,0.065622361
1069,0.169357546,0.054068251
1070,0.113892809,0.028486421
1071,0.079394677,0.008448587
1072,0.137813501,0.056413638
1073,0.167577993,0.08707916
1074,0.15756097,0.08439709
1075,0.191414253,0.064838276
1076,0.229172667,0.051792967
1077,0.188377258,0.060583234
1078,0.134135359,0.083496488
1079,0.080128383,0.093570451
1080,0.030223533,0.096812312
1081,0.149045307,0.091395587
1082,0.245802136,0.068397833
1083,0.315936213,0.042938646
1084,0.367276163,0.034828619
1085,0.361427851,0.034797261
1086,0.305307222,0.030692981
1087,0.25728982,0.030859387
1088,0.219143195,0.02820834
1089,0.125360159,0.034891538
1090,0.035979586,0.044666554
1091,0.12059037,0.046976642
1092,0.159690853,0.038904858
1093,0.186604932,0.015264938
1094,0.235663615,0.01399193
1095,0.305494725,0.047172832
1096,0.371434981,0.070739197
1097,0.447341935,0.087749972
1098,0.544637697,0.122481491
1099,0.575501187,0.150171848
1100,0.53135005,0.16703429
1101,0.488958569,0.172027637
1102,0.445935701,0.161697851
1103,0.355521351,0.140352358
1104,0.258641223,0.103078682
1105,0.147150623,0.076165162
1106,0.119935072,0.064257273
1107,0.202456653,0.057492958
1108,0.247356489,0.044662534
1109,0.240876719,0.050722261
1110,0.174923986,0.054547155
1111,0.199876795,0.055686081
1112,0.312840865,0.04306876
1113,0.324843455,0.054737013
1114,0.280360587,0.078345774
1115,0.301748193,0.085910082
1116,0.362691371,0.089726424
1117,0.328346047,0.097169434
1118,0.273526003,0.092204037
1119,0.360856172,0.06878371
1120,0.286337368,0.046594898
1121,0.083102273,0.049569194
1122,0.043996356,0.120409851
1123,0.126893453,0.242978722
1124,0.228220268,0.294818931
1125,0.409330347,0.292961507
1126,0.524684216,0.262339509
1127,0.47163945,0.14011561
1128,0.360782351,0.027335115
1129,0.231537074,0.031998328
1130,0.157083493,0.027732769
1131,0.256398337,0.031468024
1132,0.27695222,0.048098762
1133,0.251051186,0.043380766
1134,0.257961007,0.027077746
1135,0.241642183,0.034926882
1136,0.216044479,0.059186938
1137,0.206847114,0.075119341
1138,0.155538362,0.083325572
1139,0.044747838,0.081691315
1140,0.061173015,0.082185581
1141,0.072013897,0.089837742
1142,0.048810127,0.0933471
1143,0.051438921,0.087749291
1144,0.08182399,0.075593078
1145,0.160295779,0.05896086
1146,0.203201969,0.030065336
1147,0.259164355,0.120039376
1148,0.326074885,0.359332689
1149,0.346231966,0.504440279
1150,0.280189498,0.527477115
1151,0.149074806,0.502449429
1152,0.027774303,0.320046525
1153,0.173787587,0.107949243
1154,0.194963837,0.028669583
1155,0.124189518,0.028692983
1156,0.0885589,0.052228152
1157,0.070369437,0.076986807
1158,0.043536868,0.09863156
1159,0.028567611,0.090574311
1160,0.030085305,0.071610826
1161,0.094427233,0.059159595
1162,0.180973666,0.037124194
1163,0.24257744,0.023401613
1164,0.204178851,0.021299824
1165,0.147839758,0.018981597
1166,0.138189959,0.021928797
1167,0.136097901,0.036120202
1168,0.164575336,0.047634891
1169,0.17363357,0.047444177
1170,0.112516671,0.035782396
1171,0.082019109,0.024140914
1172,0.16230288,0.021170293
1173,0.232420755,0.04599172
1174,0.277140983,0.066562875
1175,0.296750872,0.066271652
1176,0.304854096,0.047602312
1177,0.249063815,0.041912023
1178,0.180189312,0.044757418
1179,0.207381669,0.048364205
1180,0.274011823,0.043793449
1181,0.347404044,0.04565364
1182,0.30674279,0.05753196
1183,0.209132856,0.074980065
1184,0.13727871,0.077084472
1185,0.1008709,0.066562649
1186,0.114258538,0.060646062
1187,0.104219251,0.044176995
1188,0.052984308,0.014492955
1189,0.091938523,0.006065094
1190,0.050962662,0.008089049
1191,0.070003398,0.020047781
1192,0.104406533,0.038994093
1193,0.143680401,0.049341661
1194,0.066940094,0.055021704
1195,0.032589891,0.070379666
1196,0.055237868,0.084957304
1197,0.056370657,0.095625129
1198,0.04431229,0.132886148
1199,0.072936683,0.16368285
1200,0.073239928,0.186507993
1201,0.10704216,0.183406641
1202,0.100042922,0.126050524
1203,0.024080451,0.049505451
1204,0.019696434,0.021462061
1205,0.031286443,0.057222164
1206,0.099091209,0.058817846
1207,0.12935106,0.051446689
1208,0.17615179,0.056767822
1209,0.254086251,0.075852759
1210,0.322195962,0.08492957
1211,0.303177729,0.091061285
1212,0.17571189,0.09284669
1213,0.077647297,0.083396195
1214,0.155993175,0.104228746
1215,0.208574433,0.137415363
1216,0.196972575,0.137637437
1217,0.214468369,0.104291377
1218,0.266889842,0.055625185
1219,0.285548225,0.032056133
1220,0.257165505,0.062124731
1221,0.228263061,0.083835899
1222,0.164849575,0.071356781
1223,0.102237534,0.038703322
1224,0.192384138,0.049143317
1225,0.298476067,0.086007254
1226,0.387557671,0.10366107
1227,0.37037129,0.116274775
1228,0.305856595,0.111011389
1229,0.263125717,0.073902527
1230,0.223511677,0.084139119
1231,0.182610002,0.121130541
1232,0.151173035,0.179247031
1233,0.114274842,0.219314975
1234,0.098345228,0.22458644
1235,0.243238136,0.208709752
1236,0.310105337,0.198410252
1237,0.304610858,0.203134832
1238,0.271047907,0.205115961
1239,0.277607012,0.204318761
1240,0.301453148,0.186282907
1241,0.255625366,0.154643633
1242,0.20225423,0.1073712
1243,0.231101283,0.029467759
1244,0.260671897,0.032855522
1245,0.228431041,0.072985191
1246,0.343382818,0.452635746
1247,3.09753381,3.66256589
1248,9.765451967,11.60546505
1249,14.17619227,17.22131033
1250,14.58198605,17.71082564
1251,13.96726782,17.00039712
1252,8.917296743,11.18876618
1253,2.502180048,3.253567212
1254,0.260190587,0.164538744
1255,0.118477182,0.155829914
1256,0.017868177,0.192435762
1257,0.08689475,0.197800832
1258,0.178936691,0.17146985
1259,0.282096028,0.111153222
1260,0.364572811,0.07177564
1261,0.393262496,0.050507616
1262,0.432661775,0.089594967
1263,0.476638037,0.061450199
1264,0.550284105,0.031048309
1265,0.565543596,0.018292827
1266,0.499545278,0.080230227
1267,0.434289703,0.105323238
1268,0.388943143,0.039721295
1269,0.300521201,0.082110343
1270,0.140421542,0.182170099
1271,0.108276207,0.251797244
1272,0.225436755,0.239351544
1273,0.399105522,0.206932091
1274,0.516490115,0.177525829
1275,0.593892394,0.094139868
1276,0.646388513,0.048529503
1277,0.46343695,0.138168035
1278,0.158219161,0.193482201
1279,0.061749146,0.209076355
1280,0.130884065,0.245683001
1281,0.166736581,0.226283705
1282,0.169866501,0.162182496
1283,0.139320632,0.161677766
1284,0.034531869,0.145726616
1285,0.303321768,0.117763764
1286,0.428103979,0.116492966
1287,0.452314472,0.089748413
1288,0.465785177,0.042445884
1289,0.531249848,0.241455438
1290,0.550974171,0.374681173
1291,0.493137623,0.438951012
1292,0.476112995,0.469959688
1293,0.481210842,0.45558339
1294,0.367035523,0.483080835
1295,0.180842694,0.520067774
1296,0.073567457,0.461042694
1297,0.182224245,0.427765472
1298,0.292102047,0.457966475
1299,0.26837381,0.475847257
1300,0.15211121,0.530320442
1301,0.071216382,0.565854751
1302,0.068181089,0.444499227
1303,0.183366707,0.359978466
1304,0.153786619,0.415510741
1305,0.108918935,0.48067571
1306,0.119620365,0.510304917
1307,0.124864606,0.423470463
1308,0.182645515,0.18639121
1309,0.283636615,0.172275192
1310,0.313353798,0.401287788
1311,0.260205042,0.53435609
1312,0.195450712,0.494664277
1313,0.198334985,0.360027911
1314,0.237634155,0.26189028
1315,0.230832489,0.198723658
1316,0.182709981,0.187763851
1317,0.145723134,0.195463953
1318,0.134871782,0.198299933
1319,0.130680897,0.234689474
1320,0.131665444,0.230040159
1321,0.148781688,0.150986191
1322,0.139122136,0.159923414
1323,0.146320942,0.284549783
1324,0.17988909,0.381366279
1325,0.19209734,0.42214405
1326,0.196242304,0.400580346
1327,0.164865275,0.366806056
1328,0.134453521,0.364339059
1329,0.115085728,0.33428813
1330,0.099112839,0.311408896
1331,0.149865458,0.251164221
1332,0.195701041,0.169250836
1333,0.202225457,0.10728605
1334,0.186090976,0.095745908
1335,0.125494,0.125209651
1336,0.067072811,0.157330605
1337,0.046820851,0.192336251
1338,0.084588738,0.195089907
1339,0.122150168,0.148370823
1340,0.111124423,0.088646767
1341,0.10426893,0.085994844
1342,0.088419277,0.156526515
1343,0.074619755,0.193736386
1344,0.08922927,0.193248336
1345,0.093725713,0.170720401
1346,0.103392232,0.1259886
1347,0.095987232,0.087772997
1348,0.040210063,0.10380075
1349,0.024459407,0.129394842
1350,0.060113336,0.157820374
1351,0.109566578,0.214114407
1352,0.123313447,0.239938115
1353,0.099650822,0.221021268
1354,0.07898948,0.189074059
1355,0.082722003,0.184267558
1356,0.081272335,0.15434924
1357,0.070175841,0.077824342
1358,0.070265925,0.061685279
1359,0.059820174,0.121190158
1360,0.033398168,0.153024697
1361,0.024185849,0.166330375
1362,0.024357491,0.165717286
1363,0.022968252,0.144905474
1364,0.065109424,0.14051313
1365,0.095050839,0.141708107
1366,0.103784573,0.118268076
1367,0.086975122,0.076555663
1368,0.065334503,0.049622285
1369,0.033770166,0.097732729
1370,0.009661681,0.152740979
1371,0.038259551,0.192537789
1372,0.056298453,0.185687251
1373,0.060315304,0.033413044
1374,0.056738779,0.221289083
1375,0.0478349,0.310684636
1376,0.030274433,0.374103759
1377,0.035502951,0.324639169
1378,0.049583305,0.163185798
1379,0.050697215,0.080507354
1380,0.044184757,0.084436864
1381,0.036955366,0.137050425
1382,0.022156623,0.170300945
1383,0.011671061,0.130167681
1384,0.013966415,0.064653956
1385,0.029447329,0.0062187
1386,0.033541467,0.044900648
1387,0.028488241,0.080557775
1388,0.016422689,0.115674569
1389,0.001798346,0.137286289
1390,0.010309785,0.139988737
1391,0.018793059,0.148702531
1392,0.041578362,0.129572475
1393,0.055154022,0.076078725
1394,0.052613011,0.069917367
1395,0.03957,0.07863646
1396,0.028749405,0.072701295
1397,0.050478619,0.085515003
1398,0.062293611,0.130178747
1399,0.064761957,0.177982948
1400,0.052307433,0.18895596
1401,0.03562931,0.163541358
1402,0.020719747,0.127272368
1403,0.017263164,0.08795643
1404,0.020465683,0.076689778
1405,0.019466633,0.076614724
1406,0.025901415,0.052540053
1407,0.024821662,0.050431475
1408,0.020847153,0.032637634
1409,0.005276899,0.01439478
1410,0.019748136,0.03637858
1411,0.02092186,0.049843157
1412,0.010571502,0.037316455
1413,0.014600533,0.02205509
1414,0.021514409,0.019774323
1415,0.024054589,0.028951442
1416,0.019150403,0.046413434
1417,0.016743035,0.036373862
1418,0.01800767,0.051127002
1419,0.019569709,0.073078029
1420,0.035090012,0.055288583
1421,0.047095883,0.021755081
1422,0.043207965,0.027237819
1423,0.040482683,0.057754532
1424,0.047025167,0.085831437
1425,0.047922205,0.100353435
1426,0.0428653,0.093549723
1427,0.033247949,0.064875647
1428,0.015834883,0.039032094
1429,0.014378279,0.042160792
1430,0.040261263,0.049593293
1431,0.050658662,0.045610977
1432,0.044309183,0.039298506
1433,0.03330728,0.044205024
1434,0.020287356,0.047837223
1435,0.00929491,0.053681945
1436,0.015387149,0.065501661
1437,0.031938312,0.07190666
1438,0.038542296,0.073462526
1439,0.027451154,0.081341331
1440,0.022968181,0.064804931
1441,0.032253978,0.040729264
1442,0.036403217,0.050687432
1443,0.034509614,0.059411969
1444,0.02119465,0.078288148
1445,0.007310372,0.09299497
1446,0.018832974,0.091009831
1447,0.041965228,0.083649111
1448,0.071839377,0.081501205
1449,0.093361649,0.068621064
1450,0.096250495,0.048649331
1451,0.091135656,0.032758432
1452,0.078632042,0.025494669
1453,0.06266392,0.027537682
1454,0.050841028,0.050405342
1455,0.042837721,0.058386977
1456,0.042615255,0.062901411
1457,0.048393174,0.08712269
1458,0.051793693,0.111269725
1459,0.050373121,0.124253253
1460,0.042974665,0.116143582
1461,0.022477203,0.102316635
1462,0.006229141,0.09683009
1463,0.019882915,0.100137783
1464,0.027279534,0.116323596
1465,0.035781515,0.116982402
1466,0.043275377,0.09446628
1467,0.057236193,0.071595463
1468,0.064668792,0.055646584
1469,0.063014734,0.052005353
1470,0.058715078,0.053881073
1471,0.067598815,0.047634923
1472,0.064600445,0.024746734
1473,0.064907371,0.034191055
1474,0.081369126,0.062905038
1475,0.098467154,0.062773518
1476,0.096279617,0.068417371
1477,0.06202675,0.061214922
1478,0.024812418,0.041187704
1479,0.03995944,0.050647284
1480,0.064243237,0.038720772
1481,0.071293088,0.01916397
1482,0.074940106,0.019023795
1483,0.068783351,0.038409536
1484,0.058257936,0.037861142
1485,0.052341399,0.034660337
1486,0.041137153,0.046556931
1487,0.024061664,0.048869477
1488,0.016747836,0.050395936
1489,0.041729538,0.05535824
1490,0.051118831,0.049459651
1491,0.051316056,0.038565797
1492,0.05475206,0.029583961
1493,0.061245462,0.026908516
1494,0.057836584,0.023121486
1495,0.052654279,0.002870637
1496,0.044948002,0.075912584
1497,0.062246115,0.477336029
1498,0.128722894,1.37238247
1499,0.167957959,1.962921344
1500,0.164874509,1.959477713
1501,0.152921246,1.825681357
1502,0.102427331,1.144305495
1503,0.038778219,0.274319992
1504,0.017020948,0.040105933
1505,0.041992208,0.0383602
1506,0.061223634,0.032952749
1507,0.068468422,0.039814825
1508,0.073351183,0.046969782
1509,0.060958489,0.045620132
1510,0.03644626,0.035562095
1511,0.024432264,0.017221892
1512,0.024044259,0.0069217
1513,0.027758718,0.024151346
1514,0.025458678,0.035646033
1515,0.027456121,0.038379784
1516,0.026845336,0.034814112
1517,0.019292664,0.026747169
1518,0.019761178,0.020638109
1519,0.017918751,0.016588299
1520,0.014557148,0.021201186
1521,0.016602713,0.012491478
1522,0.020032049,0.012556795
1523,0.029002702,0.041136964
1524,0.018984374,0.076260987
1525,0.001765341,0.094364197
1526,0.010815889,0.093478826
1527,0.017507107,0.080262915
1528,0.015129783,0.061367084
1529,0.005179605,0.042686797
1530,0.023297437,0.014766894
1531,0.037880016,0.008175575
1532,0.040179404,0.019600888
1533,0.03564682,0.040632539
1534,0.037053388,0.065724317
1535,0.030454778,0.070777641
1536,0.018566659,0.053902636
1537,0.004411633,0.034243906
1538,0.015608915,0.024741168
1539,0.012144442,0.01861933
1540,0.010067163,0.005316207
1541,0.028120659,0.010663347
1542,0.031613995,0.017261364
1543,0.002951544,0.022240397
1544,0.028103752,0.01565777
1545,0.048655858,0.010287879
1546,0.060250482,0.006798159
1547,0.061462596,0.01436849
1548,0.073090714,0.035361097
1549,0.092837381,0.051580212
1550,0.104298664,0.058344888
1551,0.110182023,0.06046604
1552,0.095201673,0.058755719
1553,0.066948142,0.05881086
1554,0.03440485,0.063075817
1555,0.001644688,0.046885405
1556,0.018865449,0.024856167
1557,0.024113819,0.006454028
1558,0.028710461,0.03987402
1559,0.056943189,0.050144077
1560,0.079236826,0.046750274
1561,0.100782481,0.036382034
1562,0.120197619,0.029137448
1563,0.091578196,0.034532652
1564,0.054410393,0.038950204
1565,0.045413474,0.039141368
1566,0.048480015,0.025076779
1567,0.048511599,0.014219686
1568,0.05340567,0.014918314
1569,0.055443797,0.013435138
1570,0.039147206,0.017775357
1571,0.043482851,0.031379883
1572,0.034104635,0.043040224
1573,0.01701583,0.058767542
1574,0.045409305,0.062346599
1575,0.079626919,0.04703992
1576,0.065901497,0.029869611
1577,0.020643988,0.020639196
1578,0.029926261,0.036587066
1579,0.040072827,0.049913292
1580,0.042193072,0.04761727
1581,0.02960157,0.034438309
1582,0.023722435,0.014389863
1583,0.0395399,5.22E-04
1584,0.044659729,0.004155375
1585,0.039575014,0.016586781
1586,0.041044369,0.026533192
1587,0.048796741,0.032767375
1588,0.064604087,0.0316189
1589,0.079497329,0.028087558
1590,0.087336559,0.01768919
1591,0.064968052,0.004413343
1592,0.022893494,0.015419596
1593,0.018071639,0.023853356
1594,0.034509963,0.022064864
1595,0.00665981,0.020857074
1596,0.027841498,0.024505041
1597,0.036093517,0.043373518
1598,0.040101284,0.053586117
1599,0.052586055,0.05099496
1600,0.055829796,0.039336338
1601,0.035931959,0.024958528
1602,0.011044058,0.025290779
1603,0.037230873,0.027171817
1604,0.057981265,0.021650253
1605,0.060408907,0.013236484
1606,0.073029067,0.008760865
1607,0.082120791,0.01082183
1608,0.076407073,0.004949986
1609,0.069568903,0.006898352
1610,0.05946564,0.011216285
1611,0.045638708,0.022532443
1612,0.027164098,0.028433088
1613,0.045310318,0.036137456
1614,0.047045061,0.047995222
1615,0.040371748,0.046137506
1616,0.032540008,0.03531646
1617,0.015514408,0.023017799
1618,0.03196915,0.008863487
1619,0.055100903,0.015347679
1620,0.068352406,0.024586823
1621,0.063902186,0.021182705
1622,0.053691428,0.017475765
1623,0.036910347,0.066938396
1624,0.026762296,0.11128775
1625,0.033227414,0.128409224
1626,0.027643984,0.121348526
1627,0.009078059,0.081453966
1628,0.022852289,0.0262388
1629,0.0581044,0.019719799
1630,0.066851827,0.040938482
1631,0.062821189,0.045222489
1632,0.068145232,0.037300741
1633,0.064895674,0.020602385
1634,0.040753999,0.007597623
1635,0.017613246,0.006842579
1636,0.013648458,0.008317297
1637,0.03289967,0.017551409
1638,0.031695733,0.03039516
1639,0.03670978,0.038205516
1640,0.053821065,0.036464595
1641,0.06802168,0.022004922
1642,0.059770296,0.011282525
1643,0.034699387,0.016821922
1644,0.006074272,0.023987823
1645,0.017304069,0.02650525
1646,0.034142246,0.027039861
1647,0.037278267,0.030404492
1648,0.023212555,0.038474936
1649,0.017279638,0.044275033
1650,0.033233492,0.037711725
1651,0.048458974,0.024029659
1652,0.053893869,0.021692763
1653,0.049014049,0.036404145
1654,0.039650945,0.039421075
1655,0.031697473,0.027736795
1656,0.028300884,0.029726477
1657,0.023583012,0.035438371
1658,0.025059938,0.030784613
1659,0.03261856,0.023743696
1660,0.038971103,0.022011311
1661,0.04075756,0.015383613
1662,0.034222647,0.012780857
1663,0.017053886,0.02009132
1664,0.012283793,0.029932228
1665,0.024032838,0.041669684
1666,0.031805772,0.047329261
1667,0.033197518,0.045274351
1668,0.032865082,0.037159343
1669,0.030311287,0.028108827
1670,0.031017244,0.02700541
1671,0.042392654,0.045638555
1672,0.045895098,0.063659126
1673,0.039281589,0.074829255
1674,0.032439047,0.071084528
1675,0.020956286,0.056888828
1676,0.021462309,0.029961415
1677,0.024758639,0.006925903
1678,0.025187334,0.006775675
1679,0.019807641,0.010054719
1680,0.013080638,0.006166292
1681,0.007588008,0.007354324
1682,0.007972498,0.019337054
1683,0.010317704,0.031428217
1684,0.009394411,0.036961729
1685,0.014142091,0.034333127
1686,0.010993887,0.024032099
1687,0.018365495,0.018677724
1688,0.022368594,0.02490767
1689,0.013910511,0.026510729
1690,0.012875236,0.031631973
1691,0.035365141,0.037242128
1692,0.04685337,0.03285643
1693,0.050382449,0.019376868
1694,0.03920876,0.0090286
1695,0.014177891,0.003201199
1696,0.005283379,0.00247156
1697,0.010045641,0.00829593
1698,0.003457983,0.011881269
1699,0.005310344,0.018389342
1700,0.01578561,0.009302899
1701,0.026393445,0.014257116
1702,0.030760469,0.032983558
1703,0.025110765,0.044487756
1704,0.012923864,0.042982663
1705,0.026118502,0.038156698
1706,0.027418335,0.034856227
1707,0.013616336,0.035116847
1708,0.037179137,0.036523757
1709,0.058451476,0.035466119
1710,0.073008156,0.035362957
1711,0.059485916,0.037254943
1712,0.035865395,0.036611035
1713,0.017434658,0.028119114
1714,0.004733376,0.015730587
1715,0.005731939,0.005624711
1716,0.026171547,0.013258192
1717,0.041842137,0.010053721
1718,0.035497735,0.003938069
1719,0.02623118,0.005955725
1720,0.024963351,0.011954164
1721,0.025442993,0.007817391
1722,0.034218877,0.011406212
1723,0.062795564,0.028292886
1724,0.078795645,0.038692561
1725,0.078652145,0.041168685
1726,0.076927918,0.042018199
1727,0.06503066,0.031717654
1728,0.053244998,0.01930141
1729,0.046113814,0.01702052
1730,0.034937942,0.016589986
1731,0.024345332,0.017163615
1732,0.013921546,0.01597405
1733,0.018368962,0.016634251
1734,0.022827335,0.007639249
1735,0.024585319,0.008956623
1736,0.022137684,0.018712906
1737,0.037089293,0.031457133
1738,0.046966551,0.037717512
1739,0.055632737,0.039876907
1740,0.06627335,0.038254111
1741,0.061228809,0.030450822
1742,0.048475411,0.026879979
1743,0.03307394,0.026572677
1744,0.017354834,0.020359962
1745,0.012185292,0.008715373
1746,0.028517968,0.029204804
1747,0.260714954,0.30663668
1748,0.787583101,0.962344285
1749,1.122385284,1.412274191
1750,1.154112733,1.440381493
1751,1.10412681,1.369845747
1752,0.711171151,0.884939278
1753,0.225671956,0.237859018
1754,0.059159448,0.003068794
1755,0.036282676,0.020064346
1756,0.009248105,0.020981623
1757,0.011811877,0.021045973
1758,0.02094952,0.02038259
1759,0.027994671,0.016236801
1760,0.030798421,0.013540038
1761,0.034642303,0.009201623
1762,0.050681347,0.010903419
1763,0.062663617,0.011453436
1764,0.06750629,0.014352602
1765,0.06243388,0.02131062
1766,0.051573116,0.029121033
1767,0.052256091,0.031327472
1768,0.05382423,0.025609921
1769,0.043509769,0.014996324
1770,0.031814573,2.50E-04
1771,0.019785529,0.014780806
1772,0.007850524,0.030539494
1773,0.014777651,0.037783932
1774,0.012545138,0.037384332
1775,0.009461942,0.043994339
1776,0.016349293,0.045105489
1777,0.016678882,0.046757907
1778,0.026587161,0.045699796
1779,0.041382796,0.031051672
1780,0.047694316,0.018680614
1781,0.038781955,0.009421658
1782,0.021635647,0.014260259
1783,0.011629874,0.015024242
1784,0.010703906,0.016905897
1785,0.011106526,0.021473203
1786,0.016948377,0.025057628
1787,0.021821537,0.026460896
1788,0.023315133,0.025451359
1789,0.017171509,0.016745212
1790,0.019041674,0.007198607
1791,0.023317895,0.001050929
1792,0.027104624,0.001464426
1793,0.030222158,0.005998133
1794,0.023325677,0.007288982
1795,0.020648248,0.009653448
1796,0.02335685,0.009700966
1797,0.035592631,0.014537903
1798,0.056581758,0.021113367
1799,0.06729039,0.025894867
1800,0.075900797,0.026439155
1801,0.080620363,0.020234176
1802,0.06134323,0.006871575
1803,0.034303988,0.009091624
1804,0.016355972,0.009767023
1805,0.008576737,0.006718808
1806,0.013855804,0.006935371
1807,0.017358084,0.010553236
1808,0.016307943,0.010020608
1809,0.004574421,0.007416943
1810,0.012288111,0.00335893
1811,0.019471768,0.003454563
1812,0.022118059,0.003591487
1813,0.025175231,0.002059457
1814,0.026203227,0.005918743
1815,0.021762289,0.010709981
1816,0.013330459,0.013406355
1817,0.017802389,0.016996306
1818,0.0187222,0.010372951
1819,0.012908053,0.007124408
1820,0.01534482,0.01017372
1821,0.026877656,0.013958048
1822,0.033196337,0.016070396
1823,0.033959342,0.013720246
1824,0.03511834,0.013086774
1825,0.03161898,0.017438334
1826,0.028351132,0.019546471
1827,0.024764032,0.02165572
1828,0.019614996,0.023079129
1829,0.016781436,0.019226172
1830,0.013030485,0.013583592
1831,0.007357955,0.009068019
1832,0.008705368,0.011068168
1833,0.019977292,0.012425965
1834,0.030478435,0.010601588
1835,0.03169917,0.01475637
1836,0.025050612,0.011585665
1837,0.008612658,0.004439002
1838,0.010336672,0.002215812
1839,0.01593312,0.00211146
1840,0.014690711,0.004833839
1841,0.018166356,0.007412224
1842,0.024239356,0.007742823
1843,0.03195634,0.010388879
1844,0.043196588,0.010236641
1845,0.049510153,0.011122223
1846,0.043447128,0.014050814
1847,0.038389737,0.017002404
1848,0.034299462,0.028964546
1849,0.025869027,0.036935117
1850,0.026015407,0.031208333
1851,0.030141212,0.021866357
1852,0.030335721,0.007767877
1853,0.029912817,0.003656952
1854,0.031966092,0.007165149
1855,0.035594013,0.008419709
1856,0.033085807,0.009940901
1857,0.021654169,0.009299643
1858,0.010414686,0.015815143
1859,0.011072553,0.020600185
1860,0.012973904,0.023582563
1861,0.018950279,0.022779847
1862,0.02630043,0.022107842
1863,0.023101964,0.018546396
1864,0.014409778,0.022059908
1865,0.012088649,0.022171962
1866,0.016765259,0.020136437
1867,0.016479031,0.020058135
1868,0.013105768,0.012676196
1869,0.009334152,0.009509759
1870,0.010562225,0.013245271
1871,0.013111731,0.025283246
1872,0.011208887,0.078623867
1873,0.010427092,0.187702688
1874,0.010617727,0.266845194
1875,0.006891519,0.283073142
1876,0.00444335,0.261779484
1877,0.018183679,0.174865995
1878,0.031350394,0.071421633
1879,0.030629941,0.032008439
1880,0.022287873,0.027332979
1881,0.015556782,0.021813346
1882,0.014775899,0.013081191
1883,0.017626739,0.010457196
1884,0.021575354,0.010408637
1885,0.027691695,0.005832789
1886,0.027367444,0.014452585
1887,0.02228175,0.019944169
1888,0.021464712,0.018568001
1889,0.021824568,0.018899905
1890,0.019686536,0.018813555
1891,0.013900886,0.019495673
1892,0.008262298,0.019181642
1893,0.01126081,0.0119958
1894,0.016562306,0.001522707
1895,0.027447272,0.015508528
1896,0.03533441,0.028909818
1897,0.035089282,0.039299533
1898,0.03305591,0.041815106
1899,0.03699111,0.045292362
1900,0.035159615,0.052370084
