15472284.0,9.99999999607e-06,49.00001,199.6493,49.00001,1.57079612271,3.62259316444,11.6935424805,-1.03853416443
15472285.0,0.50651,48.9974,199.6493,49.0000179504,1.56045920771,3.62319898605,11.7307138443,-1.03011631966
15472286.0,1.01311,48.98954,199.6493,49.0000145029,1.55011914525,3.62417984009,11.7680311203,-1.02198123932
15472287.0,1.51951,48.97645,199.6493,49.0000159719,1.53978095642,3.62552404404,11.8054714203,-1.01412510872
15472288.0,2.02571,48.95812,199.6493,49.0000103565,1.52944353021,3.62722325325,11.8430299759,-1.00654196739
15472289.0,2.53181,48.93456,199.6493,49.0000124925,1.5191037297,3.62926959991,11.8807029724,-0.99922400713
15472290.0,3.03751,48.90577,199.6493,49.0000082275,1.5087665663,3.63165926933,11.9184570312,-0.992172181606
15472291.0,3.54301,48.87175,199.6493,49.0000088564,1.49842685929,3.63439321518,11.9562921524,-0.985380172729
15472292.0,4.04801,48.83251,199.6493,49.0000042639,1.48808962612,3.63747930527,11.9941673279,-0.978851497173
15472293.0,4.55271,48.78805,199.6493,49.0000101137,1.47774969383,3.64093708992,12.0320854187,-0.97258234024
15472294.0,5.05681,48.73838,199.6493,49.0000103306,1.46741207583,3.64480018616,12.070019722,-0.966578006744
15472295.0,5.56041,48.68349,199.6493,49.0000036525,1.45707361203,3.64912080765,12.1079969406,-0.960836172104
15472296.0,6.06341,48.6234,199.6493,48.9999996774,1.44673526926,3.65395760536,12.1460647583,-0.95535171032
15472297.0,6.56581,48.55812,199.6493,49.0000089683,1.43639597169,3.65935754776,12.1843175888,-0.950116872787
15472298.0,7.06751,48.48764,199.6493,49.0000094936,1.42605661307,3.66533517838,12.2228555679,-0.945134043694
15472397.0,7.52091,48.41938,199.6493,49.0000045593,1.41669924296,3.67121815681,12.2580490112,-0.940854072571
15472398.0,7.97371,48.34687,199.6493,48.9999988772,1.40734065784,3.67750859261,12.2935695648,-0.936823427677
15472399.0,8.42591,48.27013,199.6493,49.0000143831,1.39798010839,3.68415594101,12.3294019699,-0.933083593845
15472400.0,8.87721,48.18916,199.6493,48.9999999887,1.38862280856,3.69112277031,12.3654718399,-0.929686188698
15472401.0,9.32781,48.10397,199.6493,48.9999996853,1.37926395259,3.69838356972,12.4017314911,-0.926665186882
15472402.0,9.77761,48.01457,199.6493,49.0000060163,1.36990477001,3.70592594147,12.4381103516,-0.924048423767
15472403.0,10.22651,47.92096,199.6493,48.9999991235,1.36054644092,3.71373939514,12.4745435715,-0.921850502491
15472404.0,10.67461,47.82315,199.6493,49.0000099446,1.35118619055,3.72181797028,12.5109806061,-0.920064866543
15472405.0,11.12171,47.72116,199.6493,49.000015766,1.34182727756,3.73016214371,12.5473537445,-0.918664455414
15472406.0,11.56781,47.61498,199.6493,49.0000055979,1.33246883074,3.73879599571,12.5836238861,-0.917542695999
15473277.0,-11.57039,47.63608,199.6546,49.021118332,1.80907335142,3.7125351429,10.8714723587,-1.32562112808
